noise_c,noise_x,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
0.0,0.15,0.8901033401489258,0.2566705048084259,1.1274257898330688,1.1274257898330688,-0.28151267766952515,8457.86328125
0.0,0.25,0.8876795768737793,0.20314227044582367,1.228421926498413,1.228421926498413,-0.3963121175765991,8939.654296875
0.15,0.0,0.30070292949676514,0.08462221920490265,0.1358330398797989,0.11547792702913284,0.8456024527549744,7801.06298828125
0.0,0.0,0.06079452484846115,0.01417224109172821,0.004950454458594322,0.004950454458594322,0.9943729639053345,8844.2412109375
0.0,0.05,0.7666712999343872,0.18646584451198578,0.8543845415115356,0.8543845415115356,0.028845518827438354,8147.0654296875
0.1,0.0,0.26907727122306824,0.05871899053454399,0.13405433297157288,0.12065386027097702,0.8476243019104004,8823.861328125
0.0,0.1,0.8343763947486877,0.2643981873989105,1.0770536661148071,1.0770536661148071,-0.22425605356693268,8169.3046875
0.25,0.0,0.4890958368778229,0.11704852432012558,0.3768673539161682,0.28294262290000916,0.5716256499290466,7803.95556640625
0.05,0.0,0.21882346272468567,0.04254283383488655,0.10083481669425964,0.09579456597566605,0.8853839635848999,8802.0029296875
0.0,0.0,0.06079452484846115,0.01417224109172821,0.004950454458594322,0.004950454458594322,0.9943729639053345,8145.802734375
